region	chromosome	position
chr1:191116008-191126008	chr1	191116724
chr1:191116008-191126008	chr1	191116724
chr1:191116008-191126008	chr1	191117012
chr1:191116008-191126008	chr1	191117137
chr1:191116008-191126008	chr1	191117419
chr1:191116008-191126008	chr1	191117422
chr1:191116008-191126008	chr1	191117457
chr1:191116008-191126008	chr1	191117470
chr1:191116008-191126008	chr1	191117881
chr1:191116008-191126008	chr1	191117915
chr1:191116008-191126008	chr1	191118113
chr1:191116008-191126008	chr1	191118113
chr1:191116008-191126008	chr1	191118377
chr1:191116008-191126008	chr1	191118393
chr1:191116008-191126008	chr1	191118558
chr1:191116008-191126008	chr1	191118683
chr1:191116008-191126008	chr1	191118745
chr1:191116008-191126008	chr1	191118782
chr1:191116008-191126008	chr1	191118782
chr1:191116008-191126008	chr1	191118819
chr1:191116008-191126008	chr1	191118822
chr1:191116008-191126008	chr1	191118869
chr1:191116008-191126008	chr1	191118881
chr1:191116008-191126008	chr1	191118881
chr1:191116008-191126008	chr1	191118911
chr1:191116008-191126008	chr1	191118926
chr1:191116008-191126008	chr1	191118981
chr1:191116008-191126008	chr1	191118981
chr1:191116008-191126008	chr1	191119049
chr1:191116008-191126008	chr1	191119049
chr1:191116008-191126008	chr1	191119068
chr1:191116008-191126008	chr1	191119068
chr1:191116008-191126008	chr1	191119068
chr1:191116008-191126008	chr1	191119068
chr1:191116008-191126008	chr1	191119068
chr1:191116008-191126008	chr1	191119068
chr1:191116008-191126008	chr1	191119073
chr1:191116008-191126008	chr1	191119073
chr1:191116008-191126008	chr1	191119134
chr1:191116008-191126008	chr1	191119134
chr1:191116008-191126008	chr1	191119138
chr1:191116008-191126008	chr1	191119165
chr1:191116008-191126008	chr1	191119205
chr1:191116008-191126008	chr1	191119297
chr1:191116008-191126008	chr1	191119421
chr1:191116008-191126008	chr1	191119429
chr1:191116008-191126008	chr1	191119453
chr1:191116008-191126008	chr1	191119453
chr1:191116008-191126008	chr1	191119453
chr1:191116008-191126008	chr1	191119453
chr1:191116008-191126008	chr1	191119689
chr1:191116008-191126008	chr1	191119716
chr1:191116008-191126008	chr1	191119716
chr1:191116008-191126008	chr1	191119725
chr1:191116008-191126008	chr1	191119725
chr1:191116008-191126008	chr1	191119777
chr1:191116008-191126008	chr1	191119777
chr1:191116008-191126008	chr1	191119997
chr1:191116008-191126008	chr1	191119997
chr1:191116008-191126008	chr1	191120059
chr1:191116008-191126008	chr1	191120070
chr1:191116008-191126008	chr1	191120081
chr1:191116008-191126008	chr1	191120081
chr1:191116008-191126008	chr1	191120154
chr1:191116008-191126008	chr1	191120160
chr1:191116008-191126008	chr1	191120160
