region	chromosome	position
chr1:191116008-191126008	chr1	191116012
chr1:191116008-191126008	chr1	191116053
chr1:191116008-191126008	chr1	191116053
chr1:191116008-191126008	chr1	191116059
chr1:191116008-191126008	chr1	191116503
chr1:191116008-191126008	chr1	191116503
chr1:191116008-191126008	chr1	191116505
chr1:191116008-191126008	chr1	191116505
chr1:191116008-191126008	chr1	191117051
chr1:191116008-191126008	chr1	191117051
chr1:191116008-191126008	chr1	191117051
chr1:191116008-191126008	chr1	191117051
chr1:191116008-191126008	chr1	191117453
chr1:191116008-191126008	chr1	191117535
chr1:191116008-191126008	chr1	191117583
chr1:191116008-191126008	chr1	191117658
chr1:191116008-191126008	chr1	191117706
chr1:191116008-191126008	chr1	191118193
chr1:191116008-191126008	chr1	191118195
chr1:191116008-191126008	chr1	191118227
chr1:191116008-191126008	chr1	191118227
chr1:191116008-191126008	chr1	191118484
chr1:191116008-191126008	chr1	191118502
chr1:191116008-191126008	chr1	191118556
chr1:191116008-191126008	chr1	191118556
chr1:191116008-191126008	chr1	191118579
chr1:191116008-191126008	chr1	191118656
chr1:191116008-191126008	chr1	191118808
chr1:191116008-191126008	chr1	191118809
chr1:191116008-191126008	chr1	191118903
chr1:191116008-191126008	chr1	191118931
chr1:191116008-191126008	chr1	191118953
chr1:191116008-191126008	chr1	191119018
chr1:191116008-191126008	chr1	191119018
chr1:191116008-191126008	chr1	191119018
chr1:191116008-191126008	chr1	191119044
chr1:191116008-191126008	chr1	191119044
chr1:191116008-191126008	chr1	191119044
chr1:191116008-191126008	chr1	191119049
chr1:191116008-191126008	chr1	191119049
chr1:191116008-191126008	chr1	191119049
chr1:191116008-191126008	chr1	191119083
chr1:191116008-191126008	chr1	191119083
chr1:191116008-191126008	chr1	191119088
chr1:191116008-191126008	chr1	191119090
chr1:191116008-191126008	chr1	191119094
chr1:191116008-191126008	chr1	191119104
chr1:191116008-191126008	chr1	191119163
chr1:191116008-191126008	chr1	191119178
chr1:191116008-191126008	chr1	191119213
chr1:191116008-191126008	chr1	191119230
chr1:191116008-191126008	chr1	191119277
chr1:191116008-191126008	chr1	191119321
chr1:191116008-191126008	chr1	191119405
chr1:191116008-191126008	chr1	191119416
chr1:191116008-191126008	chr1	191119422
chr1:191116008-191126008	chr1	191119481
chr1:191116008-191126008	chr1	191119643
chr1:191116008-191126008	chr1	191119649
chr1:191116008-191126008	chr1	191119659
chr1:191116008-191126008	chr1	191119692
chr1:191116008-191126008	chr1	191119692
chr1:191116008-191126008	chr1	191119708
chr1:191116008-191126008	chr1	191119708
chr1:191116008-191126008	chr1	191119738
chr1:191116008-191126008	chr1	191119738
chr1:191116008-191126008	chr1	191119786
chr1:191116008-191126008	chr1	191119911
chr1:191116008-191126008	chr1	191119911
chr1:191116008-191126008	chr1	191119941
chr1:191116008-191126008	chr1	191119958
chr1:191116008-191126008	chr1	191120005
chr1:191116008-191126008	chr1	191120016
chr1:191116008-191126008	chr1	191120016
chr1:191116008-191126008	chr1	191120016
chr1:191116008-191126008	chr1	191120016
chr1:191116008-191126008	chr1	191120016
chr1:191116008-191126008	chr1	191120016
chr1:191116008-191126008	chr1	191120086
chr1:191116008-191126008	chr1	191120086
chr1:191116008-191126008	chr1	191120109
chr1:191116008-191126008	chr1	191120109
chr1:191116008-191126008	chr1	191120188
chr1:191116008-191126008	chr1	191120214
chr1:191116008-191126008	chr1	191120427
chr1:191116008-191126008	chr1	191120441
chr1:191116008-191126008	chr1	191120461
