region	chromosome	position
chr1:191116008-191126008	chr1	191117218
chr1:191116008-191126008	chr1	191117218
chr1:191116008-191126008	chr1	191117420
chr1:191116008-191126008	chr1	191117942
chr1:191116008-191126008	chr1	191117942
chr1:191116008-191126008	chr1	191118099
chr1:191116008-191126008	chr1	191118099
chr1:191116008-191126008	chr1	191118943
chr1:191116008-191126008	chr1	191118943
chr1:191116008-191126008	chr1	191118943
chr1:191116008-191126008	chr1	191118943
chr1:191116008-191126008	chr1	191119049
chr1:191116008-191126008	chr1	191119049
chr1:191116008-191126008	chr1	191119180
chr1:191116008-191126008	chr1	191119180
chr1:191116008-191126008	chr1	191119475
chr1:191116008-191126008	chr1	191119475
chr1:191116008-191126008	chr1	191119497
chr1:191116008-191126008	chr1	191119697
chr1:191116008-191126008	chr1	191119709
chr1:191116008-191126008	chr1	191120051
chr1:191116008-191126008	chr1	191120051
chr1:191116008-191126008	chr1	191120109
chr1:191116008-191126008	chr1	191120152
chr1:191116008-191126008	chr1	191120178
chr1:191116008-191126008	chr1	191120226
chr1:191116008-191126008	chr1	191120265
chr1:191116008-191126008	chr1	191120265
chr1:191116008-191126008	chr1	191120506
chr1:191116008-191126008	chr1	191120506
chr1:191116008-191126008	chr1	191120535
chr1:191116008-191126008	chr1	191120545
chr1:191116008-191126008	chr1	191120545
chr1:191116008-191126008	chr1	191120552
chr1:191116008-191126008	chr1	191120575
chr1:191116008-191126008	chr1	191120575
chr1:191116008-191126008	chr1	191120575
chr1:191116008-191126008	chr1	191120580
chr1:191116008-191126008	chr1	191120580
chr1:191116008-191126008	chr1	191120592
chr1:191116008-191126008	chr1	191120604
chr1:191116008-191126008	chr1	191120617
chr1:191116008-191126008	chr1	191120617
chr1:191116008-191126008	chr1	191120619
chr1:191116008-191126008	chr1	191120641
chr1:191116008-191126008	chr1	191120641
chr1:191116008-191126008	chr1	191120645
chr1:191116008-191126008	chr1	191120654
chr1:191116008-191126008	chr1	191120659
chr1:191116008-191126008	chr1	191120663
chr1:191116008-191126008	chr1	191120663
chr1:191116008-191126008	chr1	191120671
chr1:191116008-191126008	chr1	191120671
chr1:191116008-191126008	chr1	191121420
chr1:191116008-191126008	chr1	191121503
chr1:191116008-191126008	chr1	191121721
chr1:191116008-191126008	chr1	191121731
chr1:191116008-191126008	chr1	191121763
chr1:191116008-191126008	chr1	191121845
chr1:191116008-191126008	chr1	191121879
chr1:191116008-191126008	chr1	191121950
chr1:191116008-191126008	chr1	191121956
chr1:191116008-191126008	chr1	191121973
chr1:191116008-191126008	chr1	191121994
chr1:191116008-191126008	chr1	191122064
chr1:191116008-191126008	chr1	191122165
chr1:191116008-191126008	chr1	191122230
chr1:191116008-191126008	chr1	191122333
chr1:191116008-191126008	chr1	191122333
chr1:191116008-191126008	chr1	191122632
chr1:191116008-191126008	chr1	191122800
chr1:191116008-191126008	chr1	191122893
chr1:191116008-191126008	chr1	191122893
chr1:191116008-191126008	chr1	191122929
chr1:191116008-191126008	chr1	191122929
chr1:191116008-191126008	chr1	191122933
chr1:191116008-191126008	chr1	191122933
chr1:191116008-191126008	chr1	191122978
chr1:191116008-191126008	chr1	191122978
chr1:191116008-191126008	chr1	191124286
chr1:191116008-191126008	chr1	191124289
chr1:191116008-191126008	chr1	191124414
chr1:191116008-191126008	chr1	191124414
chr1:191116008-191126008	chr1	191124422
chr1:191116008-191126008	chr1	191124487
chr1:191116008-191126008	chr1	191124527
chr1:191116008-191126008	chr1	191124535
chr1:191116008-191126008	chr1	191124644
chr1:191116008-191126008	chr1	191124702
chr1:93147786-93157786	chr1	93148090
chr1:93147786-93157786	chr1	93148112
chr1:93147786-93157786	chr1	93148313
chr1:93147786-93157786	chr1	93148330
chr1:93147786-93157786	chr1	93148430
chr1:93147786-93157786	chr1	93148507
chr1:93147786-93157786	chr1	93148705
chr1:93147786-93157786	chr1	93148705
chr1:93147786-93157786	chr1	93148754
chr1:93147786-93157786	chr1	93148754
chr1:93147786-93157786	chr1	93149177
chr1:93147786-93157786	chr1	93149177
chr1:93147786-93157786	chr1	93149591
chr1:93147786-93157786	chr1	93150285
chr1:93147786-93157786	chr1	93150285
chr1:93147786-93157786	chr1	93150564
chr1:93147786-93157786	chr1	93150627
chr1:93147786-93157786	chr1	93151047
chr1:93147786-93157786	chr1	93151121
chr1:93147786-93157786	chr1	93151312
chr1:93147786-93157786	chr1	93151312
chr1:93147786-93157786	chr1	93151521
chr1:93147786-93157786	chr1	93151545
chr1:93147786-93157786	chr1	93152146
chr1:93147786-93157786	chr1	93152146
chr1:93147786-93157786	chr1	93152460
chr1:93147786-93157786	chr1	93152460
chr1:93147786-93157786	chr1	93152930
chr1:93147786-93157786	chr1	93152974
chr1:93147786-93157786	chr1	93152974
chr1:93147786-93157786	chr1	93153013
chr1:93147786-93157786	chr1	93153232
chr1:93147786-93157786	chr1	93153309
chr1:93147786-93157786	chr1	93153412
chr1:93147786-93157786	chr1	93153423
chr1:93147786-93157786	chr1	93153423
chr1:93147786-93157786	chr1	93153513
chr1:93147786-93157786	chr1	93153897
chr1:93147786-93157786	chr1	93153974
chr1:93147786-93157786	chr1	93154165
chr1:93147786-93157786	chr1	93154165
chr1:93147786-93157786	chr1	93154371
chr1:93147786-93157786	chr1	93154477
chr1:93147786-93157786	chr1	93155325
chr1:93147786-93157786	chr1	93155325
chr1:93147786-93157786	chr1	93155335
chr1:93147786-93157786	chr1	93155335
chr1:93147786-93157786	chr1	93155926
chr1:93147786-93157786	chr1	93155979
chr1:93147786-93157786	chr1	93155979
chr1:93147786-93157786	chr1	93156008
chr1:93147786-93157786	chr1	93156371
chr1:93147786-93157786	chr1	93156445
chr1:93147786-93157786	chr1	93156509
chr1:93147786-93157786	chr1	93156551
chr1:93147786-93157786	chr1	93156668
chr1:93147786-93157786	chr1	93156775
chr1:93147786-93157786	chr1	93156987
chr1:93147786-93157786	chr1	93157089
chr1:93147786-93157786	chr1	93157089
chr1:93147786-93157786	chr1	93157228
chr1:93147786-93157786	chr1	93157423
chr1:113899189-113909189	chr1	113899552
chr1:113899189-113909189	chr1	113899615
chr1:113899189-113909189	chr1	113900353
chr1:113899189-113909189	chr1	113900426
chr1:113899189-113909189	chr1	113900456
chr1:113899189-113909189	chr1	113900456
chr1:113899189-113909189	chr1	113901658
chr1:113899189-113909189	chr1	113903070
chr1:113899189-113909189	chr1	113903159
chr1:113899189-113909189	chr1	113903587
chr1:113899189-113909189	chr1	113903733
chr1:113899189-113909189	chr1	113903775
chr1:113899189-113909189	chr1	113903786
chr1:113899189-113909189	chr1	113903823
chr1:113899189-113909189	chr1	113903944
chr1:113899189-113909189	chr1	113903944
chr1:113899189-113909189	chr1	113904041
chr1:113899189-113909189	chr1	113904041
chr1:113899189-113909189	chr1	113904414
chr1:113899189-113909189	chr1	113904455
chr1:113899189-113909189	chr1	113904473
chr1:113899189-113909189	chr1	113904622
chr1:113899189-113909189	chr1	113904674
chr1:113899189-113909189	chr1	113904674
chr1:113899189-113909189	chr1	113904690
chr1:113899189-113909189	chr1	113905061
chr1:113899189-113909189	chr1	113905061
chr1:113899189-113909189	chr1	113905372
chr1:113899189-113909189	chr1	113905467
chr1:113899189-113909189	chr1	113905592
chr1:113899189-113909189	chr1	113905658
chr1:113899189-113909189	chr1	113905680
chr1:113899189-113909189	chr1	113905697
chr1:113899189-113909189	chr1	113905954
chr1:113899189-113909189	chr1	113906098
chr1:113899189-113909189	chr1	113906437
chr1:113899189-113909189	chr1	113906531
chr1:113899189-113909189	chr1	113907117
chr1:113899189-113909189	chr1	113907374
chr1:113899189-113909189	chr1	113907649
chr1:113899189-113909189	chr1	113907711
chr1:113899189-113909189	chr1	113907711
chr1:113899189-113909189	chr1	113907714
chr1:113899189-113909189	chr1	113907859
chr1:113899189-113909189	chr1	113907859
chr1:113899189-113909189	chr1	113909101
chr1:113899189-113909189	chr1	113909101
chr1:46071100-46081100	chr1	46071390
chr1:46071100-46081100	chr1	46071959
chr1:46071100-46081100	chr1	46072022
chr1:46071100-46081100	chr1	46072090
chr1:46071100-46081100	chr1	46072142
chr1:46071100-46081100	chr1	46072178
chr1:46071100-46081100	chr1	46072427
chr1:46071100-46081100	chr1	46072617
chr1:46071100-46081100	chr1	46072659
chr1:46071100-46081100	chr1	46072661
chr1:46071100-46081100	chr1	46072738
chr1:46071100-46081100	chr1	46072832
chr1:46071100-46081100	chr1	46072876
chr1:46071100-46081100	chr1	46073151
chr1:46071100-46081100	chr1	46073151
chr1:46071100-46081100	chr1	46074219
chr1:46071100-46081100	chr1	46074292
chr1:46071100-46081100	chr1	46074361
chr1:46071100-46081100	chr1	46074443
chr1:46071100-46081100	chr1	46074509
chr1:46071100-46081100	chr1	46074774
chr1:46071100-46081100	chr1	46074787
chr1:46071100-46081100	chr1	46074830
chr1:46071100-46081100	chr1	46074872
chr1:46071100-46081100	chr1	46074922
chr1:46071100-46081100	chr1	46075114
chr1:46071100-46081100	chr1	46075241
chr1:46071100-46081100	chr1	46075425
chr1:46071100-46081100	chr1	46075642
chr1:46071100-46081100	chr1	46075655
chr1:46071100-46081100	chr1	46075688
chr1:46071100-46081100	chr1	46075690
chr1:46071100-46081100	chr1	46075731
chr1:46071100-46081100	chr1	46075760
chr1:46071100-46081100	chr1	46075762
chr1:46071100-46081100	chr1	46075778
chr1:46071100-46081100	chr1	46075834
chr1:46071100-46081100	chr1	46075838
chr1:46071100-46081100	chr1	46075877
chr1:46071100-46081100	chr1	46075944
chr1:46071100-46081100	chr1	46076638
chr1:46071100-46081100	chr1	46076689
chr1:46071100-46081100	chr1	46076884
chr1:46071100-46081100	chr1	46077025
chr1:46071100-46081100	chr1	46077214
chr1:46071100-46081100	chr1	46077214
chr1:46071100-46081100	chr1	46077370
chr1:46071100-46081100	chr1	46077426
chr1:46071100-46081100	chr1	46077427
chr1:46071100-46081100	chr1	46077589
chr1:46071100-46081100	chr1	46077760
chr1:46071100-46081100	chr1	46077760
chr1:46071100-46081100	chr1	46077760
chr1:46071100-46081100	chr1	46077760
chr1:46071100-46081100	chr1	46077926
chr1:46071100-46081100	chr1	46077940
chr1:46071100-46081100	chr1	46078039
chr1:46071100-46081100	chr1	46078039
chr1:46071100-46081100	chr1	46078060
chr1:46071100-46081100	chr1	46078139
chr1:46071100-46081100	chr1	46078144
chr1:46071100-46081100	chr1	46078144
chr1:46071100-46081100	chr1	46078320
chr1:46071100-46081100	chr1	46078404
chr1:46071100-46081100	chr1	46078512
chr1:46071100-46081100	chr1	46078617
chr1:46071100-46081100	chr1	46078629
chr1:46071100-46081100	chr1	46078646
chr1:46071100-46081100	chr1	46078646
chr1:46071100-46081100	chr1	46078690
chr1:46071100-46081100	chr1	46078709
chr1:46071100-46081100	chr1	46078709
chr1:46071100-46081100	chr1	46078714
chr1:46071100-46081100	chr1	46078719
chr1:46071100-46081100	chr1	46078748
chr1:46071100-46081100	chr1	46078791
chr1:46071100-46081100	chr1	46078877
chr1:46071100-46081100	chr1	46078880
chr1:46071100-46081100	chr1	46079148
chr1:46071100-46081100	chr1	46079148
chr1:46071100-46081100	chr1	46079283
chr1:46071100-46081100	chr1	46079283
chr1:46071100-46081100	chr1	46079666
chr1:46071100-46081100	chr1	46079685
chr1:46071100-46081100	chr1	46079765
chr1:46071100-46081100	chr1	46079775
chr1:46071100-46081100	chr1	46080581
chr1:46071100-46081100	chr1	46080615
chr1:46071100-46081100	chr1	46080840
chr1:46071100-46081100	chr1	46080840
chrX:116282269-116292269	chrX	116282599
chrX:116282269-116292269	chrX	116282599
chrX:116282269-116292269	chrX	116283280
chrX:116282269-116292269	chrX	116283280
chrX:116282269-116292269	chrX	116283311
chrX:116282269-116292269	chrX	116283311
chrX:116282269-116292269	chrX	116283671
chrX:116282269-116292269	chrX	116283764
chrX:116282269-116292269	chrX	116284103
chrX:116282269-116292269	chrX	116284103
chrX:116282269-116292269	chrX	116284747
chrX:116282269-116292269	chrX	116284837
chrX:116282269-116292269	chrX	116285072
chrX:116282269-116292269	chrX	116285072
chrX:116282269-116292269	chrX	116285072
chrX:116282269-116292269	chrX	116285073
chrX:116282269-116292269	chrX	116285073
chrX:116282269-116292269	chrX	116285073
chrX:116282269-116292269	chrX	116285692
chrX:116282269-116292269	chrX	116285758
chrX:116282269-116292269	chrX	116285948
chrX:116282269-116292269	chrX	116285948
chrX:116282269-116292269	chrX	116286672
chrX:116282269-116292269	chrX	116286793
chrX:116282269-116292269	chrX	116286846
chrX:116282269-116292269	chrX	116286846
chrX:116282269-116292269	chrX	116286849
chrX:116282269-116292269	chrX	116286908
chrX:116282269-116292269	chrX	116286927
chrX:116282269-116292269	chrX	116286936
chrX:116282269-116292269	chrX	116287017
chrX:116282269-116292269	chrX	116287036
chrX:116282269-116292269	chrX	116287383
chrX:116282269-116292269	chrX	116287412
chrX:116282269-116292269	chrX	116287412
chrX:116282269-116292269	chrX	116287505
chrX:116282269-116292269	chrX	116287523
chrX:116282269-116292269	chrX	116287523
chrX:116282269-116292269	chrX	116287556
chrX:116282269-116292269	chrX	116287556
chrX:116282269-116292269	chrX	116287584
chrX:116282269-116292269	chrX	116287685
chrX:116282269-116292269	chrX	116287822
chrX:116282269-116292269	chrX	116288859
chrX:116282269-116292269	chrX	116288889
chrX:116282269-116292269	chrX	116289933
chrX:116282269-116292269	chrX	116290076
chrX:116282269-116292269	chrX	116291552
chrX:116282269-116292269	chrX	116291552
chr3:138072312-138082312	chr3	138072487
chr3:138072312-138082312	chr3	138072487
chr3:138072312-138082312	chr3	138072554
chr3:138072312-138082312	chr3	138072554
chr3:138072312-138082312	chr3	138073063
chr3:138072312-138082312	chr3	138073139
chr3:138072312-138082312	chr3	138073248
chr3:138072312-138082312	chr3	138073343
chr3:138072312-138082312	chr3	138073353
chr3:138072312-138082312	chr3	138073432
chr3:138072312-138082312	chr3	138073432
chr3:138072312-138082312	chr3	138074226
chr3:138072312-138082312	chr3	138074226
chr3:138072312-138082312	chr3	138075417
chr3:138072312-138082312	chr3	138075514
chr3:138072312-138082312	chr3	138075909
chr3:138072312-138082312	chr3	138075984
chr3:138072312-138082312	chr3	138077452
chr3:138072312-138082312	chr3	138077504
chr3:138072312-138082312	chr3	138078051
chr3:138072312-138082312	chr3	138078175
chr3:138072312-138082312	chr3	138078189
chr3:138072312-138082312	chr3	138078263
chr3:138072312-138082312	chr3	138078401
chr3:138072312-138082312	chr3	138078495
chr3:138072312-138082312	chr3	138078620
chr3:138072312-138082312	chr3	138078620
chr3:138072312-138082312	chr3	138078877
chr3:138072312-138082312	chr3	138078877
chr3:138072312-138082312	chr3	138079552
chr3:138072312-138082312	chr3	138079552
chr3:138072312-138082312	chr3	138080097
chr3:138072312-138082312	chr3	138080097
chr3:121244941-121254941	chr3	121244935
chr3:121244941-121254941	chr3	121245023
chr3:121244941-121254941	chr3	121245054
chr3:121244941-121254941	chr3	121245190
chr3:121244941-121254941	chr3	121245532
chr3:121244941-121254941	chr3	121245728
chr3:121244941-121254941	chr3	121245903
chr3:121244941-121254941	chr3	121245971
