region	chromosome	position
chr1:191116008-191126008	chr1	191117392
chr1:191116008-191126008	chr1	191117483
chr1:191116008-191126008	chr1	191117912
chr1:191116008-191126008	chr1	191117976
chr1:191116008-191126008	chr1	191117976
chr1:191116008-191126008	chr1	191118106
chr1:191116008-191126008	chr1	191118106
chr1:191116008-191126008	chr1	191118112
chr1:191116008-191126008	chr1	191118112
chr1:191116008-191126008	chr1	191118477
chr1:191116008-191126008	chr1	191118477
chr1:191116008-191126008	chr1	191118479
chr1:191116008-191126008	chr1	191118491
chr1:191116008-191126008	chr1	191119075
chr1:191116008-191126008	chr1	191119132
chr1:191116008-191126008	chr1	191119135
chr1:191116008-191126008	chr1	191119138
chr1:191116008-191126008	chr1	191119138
chr1:191116008-191126008	chr1	191119463
chr1:191116008-191126008	chr1	191119475
chr1:191116008-191126008	chr1	191119475
chr1:191116008-191126008	chr1	191119481
chr1:191116008-191126008	chr1	191119643
chr1:191116008-191126008	chr1	191119666
chr1:191116008-191126008	chr1	191119666
chr1:191116008-191126008	chr1	191119718
chr1:191116008-191126008	chr1	191119718
chr1:191116008-191126008	chr1	191119910
chr1:191116008-191126008	chr1	191120113
chr1:191116008-191126008	chr1	191120557
chr1:191116008-191126008	chr1	191120659
chr1:191116008-191126008	chr1	191121476
chr1:191116008-191126008	chr1	191121480
chr1:191116008-191126008	chr1	191121756
chr1:191116008-191126008	chr1	191121756
chr1:191116008-191126008	chr1	191122728
chr1:191116008-191126008	chr1	191122748
chr1:191116008-191126008	chr1	191122750
chr1:191116008-191126008	chr1	191122867
chr1:191116008-191126008	chr1	191123009
chr1:191116008-191126008	chr1	191123109
chr1:191116008-191126008	chr1	191123404
chr1:191116008-191126008	chr1	191123404
chr1:191116008-191126008	chr1	191123411
chr1:191116008-191126008	chr1	191123415
chr1:191116008-191126008	chr1	191123453
chr1:191116008-191126008	chr1	191123888
chr1:191116008-191126008	chr1	191123888
chr1:191116008-191126008	chr1	191124037
chr1:191116008-191126008	chr1	191124079
chr1:191116008-191126008	chr1	191124102
chr1:191116008-191126008	chr1	191124233
chr1:191116008-191126008	chr1	191124285
chr1:191116008-191126008	chr1	191124326
chr1:191116008-191126008	chr1	191124951
chr1:191116008-191126008	chr1	191125305
chr1:191116008-191126008	chr1	191125879
chr1:191116008-191126008	chr1	191125893
chr1:191116008-191126008	chr1	191125893
chr1:93147786-93157786	chr1	93148100
chr1:93147786-93157786	chr1	93148100
chr1:93147786-93157786	chr1	93148374
chr1:93147786-93157786	chr1	93148374
chr1:93147786-93157786	chr1	93148778
chr1:93147786-93157786	chr1	93149049
chr1:93147786-93157786	chr1	93149222
chr1:93147786-93157786	chr1	93149258
chr1:93147786-93157786	chr1	93149413
chr1:93147786-93157786	chr1	93149413
chr1:93147786-93157786	chr1	93149591
chr1:93147786-93157786	chr1	93149591
chr1:93147786-93157786	chr1	93150110
chr1:93147786-93157786	chr1	93150110
chr1:93147786-93157786	chr1	93150193
chr1:93147786-93157786	chr1	93150193
chr1:93147786-93157786	chr1	93150193
chr1:93147786-93157786	chr1	93150193
chr1:93147786-93157786	chr1	93150384
chr1:93147786-93157786	chr1	93150500
chr1:93147786-93157786	chr1	93151052
chr1:93147786-93157786	chr1	93151065
chr1:93147786-93157786	chr1	93151130
chr1:93147786-93157786	chr1	93151223
chr1:93147786-93157786	chr1	93151301
chr1:93147786-93157786	chr1	93151301
chr1:93147786-93157786	chr1	93151620
chr1:93147786-93157786	chr1	93151642
chr1:93147786-93157786	chr1	93151675
chr1:93147786-93157786	chr1	93151728
chr1:93147786-93157786	chr1	93151759
chr1:93147786-93157786	chr1	93151860
chr1:93147786-93157786	chr1	93151974
chr1:93147786-93157786	chr1	93151974
chr1:93147786-93157786	chr1	93151976
chr1:93147786-93157786	chr1	93151976
chr1:93147786-93157786	chr1	93151976
chr1:93147786-93157786	chr1	93151986
chr1:93147786-93157786	chr1	93151986
chr1:93147786-93157786	chr1	93152056
chr1:93147786-93157786	chr1	93152174
chr1:93147786-93157786	chr1	93152326
chr1:93147786-93157786	chr1	93152445
chr1:93147786-93157786	chr1	93152445
chr1:93147786-93157786	chr1	93152463
chr1:93147786-93157786	chr1	93152463
chr1:93147786-93157786	chr1	93152588
chr1:93147786-93157786	chr1	93152588
chr1:93147786-93157786	chr1	93152639
chr1:93147786-93157786	chr1	93152639
chr1:93147786-93157786	chr1	93152660
chr1:93147786-93157786	chr1	93152660
chr1:93147786-93157786	chr1	93152695
chr1:93147786-93157786	chr1	93152849
chr1:93147786-93157786	chr1	93153019
chr1:93147786-93157786	chr1	93153023
chr1:93147786-93157786	chr1	93153047
chr1:93147786-93157786	chr1	93153047
chr1:93147786-93157786	chr1	93153047
chr1:93147786-93157786	chr1	93153047
chr1:93147786-93157786	chr1	93153053
chr1:93147786-93157786	chr1	93153053
chr1:93147786-93157786	chr1	93153081
chr1:93147786-93157786	chr1	93153090
chr1:93147786-93157786	chr1	93153101
chr1:93147786-93157786	chr1	93153196
chr1:93147786-93157786	chr1	93153196
chr1:93147786-93157786	chr1	93153443
chr1:93147786-93157786	chr1	93153443
chr1:93147786-93157786	chr1	93153468
chr1:93147786-93157786	chr1	93153468
chr1:93147786-93157786	chr1	93153600
chr1:93147786-93157786	chr1	93153727
chr1:93147786-93157786	chr1	93153804
chr1:93147786-93157786	chr1	93153962
chr1:93147786-93157786	chr1	93153979
chr1:93147786-93157786	chr1	93153979
chr1:93147786-93157786	chr1	93154053
chr1:93147786-93157786	chr1	93154056
chr1:93147786-93157786	chr1	93154101
chr1:93147786-93157786	chr1	93154416
chr1:93147786-93157786	chr1	93154519
chr1:93147786-93157786	chr1	93154519
chr1:93147786-93157786	chr1	93154577
chr1:93147786-93157786	chr1	93154691
chr1:93147786-93157786	chr1	93154750
chr1:93147786-93157786	chr1	93154750
chr1:93147786-93157786	chr1	93154924
chr1:93147786-93157786	chr1	93154937
chr1:93147786-93157786	chr1	93154955
chr1:93147786-93157786	chr1	93155178
chr1:93147786-93157786	chr1	93155178
chr1:93147786-93157786	chr1	93155284
chr1:93147786-93157786	chr1	93155395
chr1:93147786-93157786	chr1	93155538
chr1:93147786-93157786	chr1	93155562
chr1:93147786-93157786	chr1	93155611
