region	chromosome	position
chr1:191116008-191126008	chr1	191117859
chr1:191116008-191126008	chr1	191117957
chr1:191116008-191126008	chr1	191118005
chr1:191116008-191126008	chr1	191118005
chr1:191116008-191126008	chr1	191118089
chr1:191116008-191126008	chr1	191118089
chr1:191116008-191126008	chr1	191118388
chr1:191116008-191126008	chr1	191118885
chr1:191116008-191126008	chr1	191118924
chr1:191116008-191126008	chr1	191119042
chr1:191116008-191126008	chr1	191119286
chr1:191116008-191126008	chr1	191119337
chr1:191116008-191126008	chr1	191119756
chr1:191116008-191126008	chr1	191119769
chr1:191116008-191126008	chr1	191119786
chr1:191116008-191126008	chr1	191119786
chr1:191116008-191126008	chr1	191120098
chr1:191116008-191126008	chr1	191120151
chr1:191116008-191126008	chr1	191120218
chr1:191116008-191126008	chr1	191120218
chr1:191116008-191126008	chr1	191120341
chr1:191116008-191126008	chr1	191120341
chr1:191116008-191126008	chr1	191120341
chr1:191116008-191126008	chr1	191120341
chr1:191116008-191126008	chr1	191120503
chr1:191116008-191126008	chr1	191120504
chr1:191116008-191126008	chr1	191120545
chr1:191116008-191126008	chr1	191120545
chr1:191116008-191126008	chr1	191120545
chr1:191116008-191126008	chr1	191120552
chr1:191116008-191126008	chr1	191120552
chr1:191116008-191126008	chr1	191120575
chr1:191116008-191126008	chr1	191120632
chr1:191116008-191126008	chr1	191120645
chr1:191116008-191126008	chr1	191120702
chr1:191116008-191126008	chr1	191120702
chr1:191116008-191126008	chr1	191120792
chr1:191116008-191126008	chr1	191120796
chr1:191116008-191126008	chr1	191120815
chr1:191116008-191126008	chr1	191120817
chr1:191116008-191126008	chr1	191120818
chr1:191116008-191126008	chr1	191120830
chr1:191116008-191126008	chr1	191120830
chr1:191116008-191126008	chr1	191120839
chr1:191116008-191126008	chr1	191120861
chr1:191116008-191126008	chr1	191120866
chr1:191116008-191126008	chr1	191120871
chr1:191116008-191126008	chr1	191121176
chr1:191116008-191126008	chr1	191121176
chr1:191116008-191126008	chr1	191121176
chr1:191116008-191126008	chr1	191121176
chr1:191116008-191126008	chr1	191121908
chr1:191116008-191126008	chr1	191121908
chr1:191116008-191126008	chr1	191121994
chr1:191116008-191126008	chr1	191122058
chr1:191116008-191126008	chr1	191122403
chr1:191116008-191126008	chr1	191122403
chr1:191116008-191126008	chr1	191122403
chr1:191116008-191126008	chr1	191122403
chr1:191116008-191126008	chr1	191122403
chr1:191116008-191126008	chr1	191122403
chr1:191116008-191126008	chr1	191122480
chr1:191116008-191126008	chr1	191122511
chr1:191116008-191126008	chr1	191122869
chr1:191116008-191126008	chr1	191122946
chr1:191116008-191126008	chr1	191123150
chr1:191116008-191126008	chr1	191123229
chr1:191116008-191126008	chr1	191123279
