region	chromosome	position
chr1:191116008-191126008	chr1	191116503
chr1:191116008-191126008	chr1	191116690
chr1:191116008-191126008	chr1	191116899
chr1:191116008-191126008	chr1	191116943
chr1:191116008-191126008	chr1	191116943
chr1:191116008-191126008	chr1	191116951
chr1:191116008-191126008	chr1	191116951
chr1:191116008-191126008	chr1	191117221
chr1:191116008-191126008	chr1	191117221
chr1:191116008-191126008	chr1	191117233
chr1:191116008-191126008	chr1	191117392
chr1:191116008-191126008	chr1	191117392
chr1:191116008-191126008	chr1	191117938
chr1:191116008-191126008	chr1	191117992
chr1:191116008-191126008	chr1	191118019
chr1:191116008-191126008	chr1	191118059
chr1:191116008-191126008	chr1	191118059
chr1:191116008-191126008	chr1	191118121
chr1:191116008-191126008	chr1	191118522
chr1:191116008-191126008	chr1	191118614
chr1:191116008-191126008	chr1	191118648
chr1:191116008-191126008	chr1	191118650
chr1:191116008-191126008	chr1	191118673
chr1:191116008-191126008	chr1	191118919
chr1:191116008-191126008	chr1	191118923
chr1:191116008-191126008	chr1	191119109
chr1:191116008-191126008	chr1	191119111
chr1:191116008-191126008	chr1	191119145
chr1:191116008-191126008	chr1	191119163
chr1:191116008-191126008	chr1	191119164
chr1:191116008-191126008	chr1	191119203
chr1:191116008-191126008	chr1	191119203
chr1:191116008-191126008	chr1	191119324
chr1:191116008-191126008	chr1	191119329
chr1:191116008-191126008	chr1	191119330
chr1:191116008-191126008	chr1	191119331
chr1:191116008-191126008	chr1	191119493
chr1:191116008-191126008	chr1	191119584
chr1:191116008-191126008	chr1	191119663
chr1:191116008-191126008	chr1	191119678
chr1:191116008-191126008	chr1	191119769
chr1:191116008-191126008	chr1	191119769
chr1:191116008-191126008	chr1	191119771
chr1:191116008-191126008	chr1	191119771
chr1:191116008-191126008	chr1	191119804
chr1:191116008-191126008	chr1	191119804
chr1:191116008-191126008	chr1	191119808
chr1:191116008-191126008	chr1	191119987
chr1:191116008-191126008	chr1	191120021
chr1:191116008-191126008	chr1	191120109
chr1:191116008-191126008	chr1	191120109
chr1:191116008-191126008	chr1	191120199
chr1:191116008-191126008	chr1	191120199
chr1:191116008-191126008	chr1	191120208
chr1:191116008-191126008	chr1	191120261
chr1:191116008-191126008	chr1	191120261
chr1:191116008-191126008	chr1	191120261
chr1:191116008-191126008	chr1	191120261
chr1:191116008-191126008	chr1	191120346
chr1:191116008-191126008	chr1	191120346
chr1:191116008-191126008	chr1	191120545
chr1:191116008-191126008	chr1	191120645
chr1:191116008-191126008	chr1	191120669
chr1:191116008-191126008	chr1	191120675
chr1:191116008-191126008	chr1	191120796
chr1:191116008-191126008	chr1	191120822
chr1:191116008-191126008	chr1	191120880
chr1:191116008-191126008	chr1	191121086
chr1:191116008-191126008	chr1	191121095
chr1:191116008-191126008	chr1	191121095
chr1:191116008-191126008	chr1	191121136
chr1:191116008-191126008	chr1	191121711
chr1:191116008-191126008	chr1	191121741
chr1:191116008-191126008	chr1	191121770
chr1:191116008-191126008	chr1	191121922
chr1:191116008-191126008	chr1	191122078
chr1:191116008-191126008	chr1	191122078
chr1:191116008-191126008	chr1	191122167
chr1:191116008-191126008	chr1	191122260
chr1:191116008-191126008	chr1	191122328
chr1:191116008-191126008	chr1	191122328
chr1:191116008-191126008	chr1	191122328
chr1:191116008-191126008	chr1	191122341
chr1:191116008-191126008	chr1	191122848
chr1:191116008-191126008	chr1	191122956
chr1:191116008-191126008	chr1	191122961
chr1:191116008-191126008	chr1	191122984
chr1:191116008-191126008	chr1	191122984
chr1:191116008-191126008	chr1	191123036
chr1:191116008-191126008	chr1	191123122
chr1:191116008-191126008	chr1	191123157
chr1:191116008-191126008	chr1	191123266
chr1:191116008-191126008	chr1	191123267
chr1:191116008-191126008	chr1	191123284
chr1:191116008-191126008	chr1	191123284
chr1:191116008-191126008	chr1	191123284
chr1:191116008-191126008	chr1	191123284
chr1:191116008-191126008	chr1	191123298
chr1:191116008-191126008	chr1	191123298
chr1:191116008-191126008	chr1	191123342
chr1:191116008-191126008	chr1	191123342
chr1:191116008-191126008	chr1	191123802
chr1:191116008-191126008	chr1	191123817
chr1:191116008-191126008	chr1	191123877
chr1:191116008-191126008	chr1	191123877
chr1:191116008-191126008	chr1	191123962
chr1:191116008-191126008	chr1	191124019
chr1:191116008-191126008	chr1	191124060
chr1:191116008-191126008	chr1	191124060
chr1:191116008-191126008	chr1	191124153
chr1:191116008-191126008	chr1	191124153
chr1:191116008-191126008	chr1	191124179
chr1:191116008-191126008	chr1	191124285
chr1:191116008-191126008	chr1	191124285
chr1:191116008-191126008	chr1	191124286
chr1:191116008-191126008	chr1	191124286
chr1:191116008-191126008	chr1	191124331
chr1:191116008-191126008	chr1	191124434
chr1:191116008-191126008	chr1	191124456
chr1:191116008-191126008	chr1	191124469
chr1:191116008-191126008	chr1	191124482
chr1:191116008-191126008	chr1	191124582
chr1:191116008-191126008	chr1	191124582
chr1:191116008-191126008	chr1	191124735
chr1:191116008-191126008	chr1	191124735
chr1:191116008-191126008	chr1	191124938
chr1:191116008-191126008	chr1	191125065
chr1:191116008-191126008	chr1	191125303
chr1:191116008-191126008	chr1	191125303
chr1:191116008-191126008	chr1	191125337
chr1:191116008-191126008	chr1	191125337
chr1:191116008-191126008	chr1	191125458
chr1:191116008-191126008	chr1	191125460
chr1:191116008-191126008	chr1	191125594
chr1:191116008-191126008	chr1	191125879
chr1:191116008-191126008	chr1	191125883
chr1:191116008-191126008	chr1	191125886
chr1:191116008-191126008	chr1	191125893
chr1:191116008-191126008	chr1	191125893
chr1:191116008-191126008	chr1	191125905
chr1:191116008-191126008	chr1	191125908
chr1:191116008-191126008	chr1	191125909
chr1:191116008-191126008	chr1	191125921
chr1:191116008-191126008	chr1	191125921
chr1:191116008-191126008	chr1	191125935
chr1:191116008-191126008	chr1	191125935
chr1:191116008-191126008	chr1	191125952
chr1:191116008-191126008	chr1	191125952
chr1:191116008-191126008	chr1	191126002
chr1:191116008-191126008	chr1	191126002
chr1:93147786-93157786	chr1	93147718
chr1:93147786-93157786	chr1	93147749
chr1:93147786-93157786	chr1	93147830
chr1:93147786-93157786	chr1	93147830
chr1:93147786-93157786	chr1	93148167
chr1:93147786-93157786	chr1	93148167
chr1:93147786-93157786	chr1	93148201
chr1:93147786-93157786	chr1	93148210
chr1:93147786-93157786	chr1	93148217
chr1:93147786-93157786	chr1	93148341
chr1:93147786-93157786	chr1	93148655
chr1:93147786-93157786	chr1	93148655
chr1:93147786-93157786	chr1	93148758
chr1:93147786-93157786	chr1	93148759
chr1:93147786-93157786	chr1	93148759
chr1:93147786-93157786	chr1	93148805
chr1:93147786-93157786	chr1	93148841
chr1:93147786-93157786	chr1	93148855
chr1:93147786-93157786	chr1	93148866
chr1:93147786-93157786	chr1	93148912
chr1:93147786-93157786	chr1	93149205
chr1:93147786-93157786	chr1	93149205
chr1:93147786-93157786	chr1	93149366
chr1:93147786-93157786	chr1	93149413
chr1:93147786-93157786	chr1	93149413
chr1:93147786-93157786	chr1	93149459
chr1:93147786-93157786	chr1	93149459
chr1:93147786-93157786	chr1	93149505
chr1:93147786-93157786	chr1	93149579
chr1:93147786-93157786	chr1	93149651
chr1:93147786-93157786	chr1	93149896
chr1:93147786-93157786	chr1	93149896
chr1:93147786-93157786	chr1	93149958
chr1:93147786-93157786	chr1	93150004
chr1:93147786-93157786	chr1	93150057
chr1:93147786-93157786	chr1	93150057
chr1:93147786-93157786	chr1	93150154
